,21x2,23x2,27x2,22x2,24x2,25x2,26x2,20x2,28x2,29x2,21x3,22x3,25x3,31x3,19x3,23x3,24x3,26x3,28x3,29x3,30x3,18x3,27x3,20x4,21x4,18x4,22x4,25x4,31x4,32x4,17x4,23x4,27x4,28x4,30x4,19x4,24x4,26x4,29x4,22x5,20x5,21x5,31x5,32x5,16x5,17x5,18x5,24x5,25x5,26x5,27x5,28x5,29x5,30x5,19x5,23x5,15x5,18x6,20x6,22x6,23x6,31x6,15x6,16x6,17x6,24x6,25x6,26x6,29x6,32x6,21x6,28x6,30x6,27x6,31x7,32x7,15x7,18x7,21x7,23x7,25x7,26x7,27x7,28x7,29x7,16x7,17x7,19x7,30x7,22x7,32x8,15x8,17x8,20x8,21x8,22x8,18x8,19x8,24x8,25x8,27x8,28x8,31x8,16x8,23x8,26x8,29x8,30x8,31x9,22x9,26x9,27x9,29x9,32x9,19x9,20x9,23x9,24x9,17x9,18x9,21x9,28x9,30x9,22x10,25x10,18x10,20x10,24x10,19x10,21x10,23x10,26x10,28x10,29x10,30x10,16x10,17x10,27x10,19x11,21x11,22x11,16x11,17x11,18x11,20x11,23x11,25x11,26x11,28x11,24x11,27x11,30x11,29x11,20x12,21x12,22x12,24x12,25x12,31x12,17x12,19x12,23x12,26x12,27x12,29x12,30x12,18x12,28x12,22x13,18x13,20x13,26x13,27x13,28x13,17x13,19x13,21x13,23x13,24x13,25x13,20x14,22x14,26x14,18x14,19x14,21x14,25x14,27x14,24x14,20x15,21x15,22x15,23x15,24x15,25x15,26x15,19x15,22x16,19x16,23x16,26x16,20x16,21x16,24x16,25x16,20x17,21x17,24x17,25x17,23x17,25x18,21x18,22x18,23x18,24x18,22x19,23x19,24x19,25x19,22x20,23x20,24x20,23x21,24x21
2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1
3,1,2,3,1,2,2,1,3,2,2,1,1,2,2,1,3,3,2,2,3,3,1,3,1,1,1,1,2,2,3,1,2,2,2,3,1,2,2,3,2,2,2,3,3,1,1,1,2,2,2,2,2,1,2,3,2,2,3,2,3,2,3,1,1,1,2,2,2,2,1,2,2,2,2,1,3,1,3,2,3,1,2,2,2,3,3,3,3,2,2,3,2,3,1,2,3,2,1,3,2,2,2,3,2,3,3,2,3,1,3,1,1,1,3,3,3,2,2,2,3,2,2,1,2,1,3,2,1,3,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,3,1,1,3,1,2,2,3,1,1,3,2,2,3,1,1,3,3,2,3,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1
4,1,2,3,1,2,2,1,3,2,2,1,1,2,2,1,3,3,2,2,3,3,1,3,1,1,1,1,2,2,3,1,2,2,2,3,1,2,2,3,2,2,2,3,3,1,1,1,2,2,2,2,2,4,2,3,2,2,3,2,3,2,3,1,1,1,2,2,2,2,4,2,2,2,2,4,3,1,3,2,3,4,2,2,2,3,3,3,3,2,2,3,2,3,4,2,3,2,1,3,2,2,2,3,2,3,3,2,3,4,3,4,4,4,3,3,3,2,2,2,3,2,2,4,2,4,3,2,4,3,2,4,2,2,4,4,2,2,4,2,2,4,2,2,2,2,4,4,4,3,4,1,3,4,2,2,3,4,4,3,2,2,3,4,4,3,3,2,3,2,3,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,1
5,1,2,3,1,2,2,1,3,2,2,1,1,2,2,1,3,3,2,2,3,3,1,3,1,1,1,1,2,2,4,1,2,2,2,4,1,2,2,3,2,2,2,4,4,1,1,1,2,2,2,2,2,5,2,3,2,2,3,2,3,2,4,1,1,1,2,2,2,2,5,2,2,2,2,5,4,1,3,2,4,5,2,2,2,4,4,4,4,2,2,4,2,4,5,2,3,2,1,3,2,2,2,3,2,4,4,2,4,5,3,5,5,5,4,3,4,2,2,2,4,2,2,5,2,5,4,2,5,3,2,5,2,2,5,5,2,2,5,2,2,5,2,2,2,2,5,5,5,4,5,1,4,5,2,2,4,5,5,4,2,2,3,5,5,4,4,2,4,2,3,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,5,1
6,1,2,3,1,2,2,1,3,2,2,1,1,2,2,1,3,3,2,2,3,3,1,3,1,1,1,1,2,2,4,1,2,2,2,4,1,2,2,3,2,2,2,4,4,1,1,1,2,2,2,2,2,5,2,3,2,2,3,2,3,2,6,1,1,1,2,2,2,2,5,2,2,2,2,5,4,1,3,2,6,5,2,2,2,6,4,4,6,2,2,4,2,6,5,2,3,2,1,3,2,2,2,3,2,6,6,2,6,5,3,5,5,5,4,3,4,2,2,2,6,2,2,5,2,5,6,2,5,3,2,5,2,2,5,5,2,2,5,2,2,5,2,2,2,2,5,5,5,4,5,1,4,5,2,2,6,5,5,4,2,2,3,5,5,6,4,2,6,2,3,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,5,1
7,1,2,3,1,2,2,1,3,2,2,1,1,2,2,1,3,3,2,2,3,3,1,3,1,1,1,1,2,2,4,1,2,2,2,4,1,2,2,3,2,2,2,4,4,1,1,1,2,2,2,2,2,5,2,3,2,2,3,2,3,2,6,1,1,1,2,2,2,2,5,2,2,2,2,5,4,1,3,2,6,7,2,2,2,6,4,4,6,2,2,4,2,6,5,2,3,2,1,3,2,2,2,3,2,6,6,2,6,5,3,7,7,7,4,3,4,2,2,2,6,2,2,7,2,5,6,2,5,3,2,7,2,2,5,5,2,2,7,2,2,5,2,2,2,2,5,5,5,4,5,1,4,5,2,2,6,5,5,4,2,2,3,5,5,6,4,2,6,2,3,2,2,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,7,1
8,1,2,3,1,2,2,1,3,2,4,1,1,2,4,1,3,3,2,2,3,3,1,3,1,1,1,1,4,4,5,1,2,2,2,5,1,4,2,3,2,2,2,5,5,1,1,1,4,4,4,4,4,6,4,3,2,2,3,4,3,4,7,1,1,1,4,4,4,4,6,4,4,4,4,6,5,1,3,4,7,8,4,4,4,7,5,5,7,4,2,5,4,7,6,4,3,4,1,3,4,4,4,3,4,7,7,2,7,6,3,8,8,8,5,3,5,4,4,2,7,4,2,8,4,6,7,4,6,3,4,8,4,4,6,6,4,4,8,4,4,6,4,4,4,4,6,6,6,5,6,1,5,6,4,4,7,6,6,5,4,4,3,6,6,7,5,4,7,4,3,4,4,8,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,6,8,1
9,1,2,3,1,2,2,1,3,2,4,1,1,2,4,1,3,3,2,2,3,3,1,3,1,1,1,1,4,4,5,6,2,2,2,5,1,4,2,3,2,2,2,5,5,6,1,6,4,4,4,4,4,7,4,3,2,2,3,4,3,4,8,1,1,1,4,4,4,4,7,4,4,4,4,7,5,1,3,4,8,9,4,4,4,8,5,5,8,4,2,5,4,8,7,4,3,4,1,3,4,4,4,3,4,8,8,2,8,7,3,9,9,9,5,3,5,4,4,2,8,4,2,9,4,7,8,4,7,3,4,9,4,4,7,7,4,4,9,4,4,7,4,4,4,4,7,7,7,5,7,6,5,7,4,4,8,7,7,5,4,4,3,7,7,8,5,4,8,4,3,4,4,9,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,7,9,6
10,1,2,3,1,2,2,1,3,2,4,1,1,2,4,1,3,3,2,2,3,3,1,3,1,1,1,1,4,4,5,6,2,2,2,5,1,4,2,3,2,2,2,5,5,6,1,6,4,4,4,4,4,7,4,3,2,2,3,4,3,4,8,1,1,1,4,4,4,4,7,4,4,4,4,9,5,1,3,4,8,10,4,4,4,8,5,5,8,4,2,5,4,8,9,4,3,4,1,3,4,4,4,3,4,8,8,2,8,9,3,10,10,10,5,3,5,4,4,2,8,4,2,10,4,7,8,4,9,3,4,10,4,4,9,7,4,4,10,4,4,9,4,4,4,4,9,9,7,5,7,6,5,9,4,4,8,7,9,5,4,4,3,9,9,8,5,4,8,4,3,4,4,10,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,9,10,6
